benchmark_run_id,chunker,embedding,vector_store,retriever,reranker,evaluator,query_id,query,category,top_ids,top_scores,recall_at_1,recall_at_3,recall_at_5,recall_at_10,mrr,ndcg_at_10,precision_at_5,latency_ms
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,15,how to retrieve a pnr,refund,163|162|164|137|133|124|125|153|41|207,0.5525|0.5168|0.5127|0.4667|0.4461|0.4272|0.4200|0.4076|0.3676|0.3676,1.0,1.0,1.0,1.0,1.0,0.9828920819566879,0.8,21.7564
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,16,how ryanair pnrs are sold through bingtrip,refund,43|209|31|197|86|48|214|33|199|6,0.1278|0.1278|0.1250|0.1250|0.1247|0.0759|0.0759|0.0658|0.0658|0.0639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.179
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,17,how many 2nd line support teams are there,refund,41|40|206|106|71|70|64|160|5|171,0.1953|0.1924|0.1924|0.1780|0.1592|0.1586|0.1177|0.1049|0.1033|0.1033,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,0.2,21.2162
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,18,"if ra is rejected, who should inform the customer accordingly",general,59|29|195|117|165|124|99|62|16|182,0.2485|0.2367|0.2367|0.2328|0.2229|0.2118|0.2096|0.2039|0.2020|0.2020,0.0,0.0,1.0,1.0,0.25,0.43067655807339306,0.2,20.9849
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,19,"if we have won a chargeback and the customer never contacts us for a refund, will the customer be refunded automatically",refund,73|74|78|41|207|30|196|64|76|117,0.3385|0.3254|0.3249|0.3098|0.3098|0.2846|0.2846|0.2775|0.2672|0.2598,1.0,1.0,1.0,1.0,1.0,0.8223723458399597,0.6,22.2187
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,20,what are the queues manual handle and manual antares in edvin for,refund,132|125|54|120|50|10|176|25|191|46,0.3134|0.3021|0.2954|0.2882|0.2853|0.2751|0.2751|0.2742|0.2742|0.2645,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,0.4,23.0
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,21,what happened when customer proceed with chargeback and we have won the case. is the customer still entitled to refund,refund,74|78|41|207|42|208|88|27|193|73,0.3882|0.3673|0.3672|0.3672|0.3320|0.3320|0.3273|0.3174|0.3174|0.3106,1.0,1.0,1.0,1.0,1.0,0.9895948844467957,1.0,23.9802
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,22,"when ra is rejected in bsp and contact with the airline/consolidator is required, who should make this contact",general,159|160|61|13|179|85|121|32|198|74,0.3324|0.3322|0.2982|0.2615|0.2615|0.2566|0.2546|0.2394|0.2394|0.2335,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.2,22.642
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,23,who informs the customer of a rejected refund,refund,108|41|207|56|114|107|116|163|78|76,0.3364|0.3224|0.3224|0.3210|0.3083|0.3043|0.2943|0.2934|0.2864|0.2540,1.0,1.0,1.0,1.0,1.0,0.9531641314941091,0.8,22.5321
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,24,what are the steps for name correction or name change,rebooking,37|203|39|205|38|204|163|122|145|95,0.2437|0.2437|0.2427|0.2427|0.2374|0.2374|0.2184|0.2174|0.1544|0.1512,1.0,1.0,1.0,1.0,1.0,0.913852335159709,0.6,23.0569
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,25,what are the steps for name correction or name change,rebooking,37|203|39|205|38|204|163|122|145|95,0.2437|0.2437|0.2427|0.2427|0.2374|0.2374|0.2184|0.2174|0.1544|0.1512,1.0,1.0,1.0,1.0,1.0,0.913852335159709,0.6,21.2807
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,26,how to get special assistance,voucher,86|7|173|36|202|133|131|28|194|135,0.3323|0.3056|0.3056|0.2978|0.2978|0.2908|0.2751|0.2718|0.2718|0.2517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.9252
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,27,how to transfer an interaction,rebooking,125|41|207|158|28|194|7|173|133|131,0.3869|0.3556|0.3556|0.3373|0.3332|0.3332|0.3056|0.3056|0.2908|0.2751,0.0,1.0,1.0,1.0,0.5,0.7697909899377187,0.6,21.4204
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,28,what is disconnected chat guidelines,rebooking,93|16|182|63|20|186|119|147|27|193,0.2860|0.2846|0.2846|0.2831|0.2821|0.2821|0.2778|0.2737|0.2696|0.2696,1.0,1.0,1.0,1.0,1.0,0.9937947856332163,1.0,21.5285
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,29,what is claim automation for portals booked through farelogix,refund,45|211|119|10|176|147|120|70|13|179,0.2436|0.2436|0.2178|0.2168|0.2168|0.2083|0.2050|0.2048|0.1980|0.1980,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.7936
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,30,how to add baggage,pnr,45|211|125|163|18|184|48|7|173|36,0.4357|0.4357|0.4245|0.4106|0.4086|0.4086|0.3967|0.3685|0.3685|0.3595,1.0,1.0,1.0,1.0,1.0,0.8773497378596238,0.4,22.0106
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,31,how to add baggage,pnr,45|211|125|163|18|184|48|7|173|36,0.4357|0.4357|0.4245|0.4106|0.4086|0.4086|0.3967|0.3685|0.3685|0.3595,1.0,1.0,1.0,1.0,1.0,0.8773497378596238,0.4,21.8205
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,32,what are the steps for rebooking,rebooking,120|164|95|4|170|118|162|40|206|41,0.4159|0.3519|0.3375|0.3282|0.3282|0.2761|0.2580|0.1327|0.1327|0.1192,1.0,1.0,1.0,1.0,1.0,0.9930783166417602,1.0,20.6746
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,33,what is the difference between schedule change and force majeure,general,39|205|38|204|37|203|149|147|153|119,0.3216|0.3216|0.2952|0.2952|0.2548|0.2548|0.2385|0.2259|0.2034|0.1939,1.0,1.0,1.0,1.0,1.0,0.9971876401972103,1.0,21.1309
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,34,what are the systems used in flight irregularities,general,94|81|109|150|86|101|111|162|121|98,0.2820|0.2640|0.2512|0.2510|0.2494|0.2385|0.2292|0.2275|0.2265|0.2254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2277
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,35,how to do schedule change rebooking,rebooking,39|205|38|204|153|37|203|164|163|7,0.5377|0.5377|0.3903|0.3903|0.3814|0.3231|0.3231|0.3078|0.3002|0.2846,0.0,0.0,1.0,1.0,0.2,0.4652347214527331,0.2,22.7254
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,36,how to do schedule change rebooking,rebooking,39|205|38|204|153|37|203|164|163|7,0.5377|0.5377|0.3903|0.3903|0.3814|0.3231|0.3231|0.3078|0.3002|0.2846,0.0,0.0,1.0,1.0,0.2,0.4652347214527331,0.2,22.0122
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,37,how to add a chargeable meal,pnr,125|163|133|78|153|164|102|53|41|207,0.4824|0.4312|0.3622|0.3536|0.3481|0.3451|0.3234|0.3209|0.3123|0.3123,0.0,1.0,1.0,1.0,0.3333333333333333,0.625524935148309,0.4,21.6135
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,38,how to add a ghostline,pnr,125|163|133|153|162|42|208|48|214|164,0.5605|0.4843|0.4235|0.4076|0.3902|0.3873|0.3873|0.3730|0.3730|0.3626,0.0,0.0,1.0,1.0,0.2,0.5330476224182167,0.2,21.2207
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,39,how to add a remark,rebooking,125|163|133|153|162|164|42|208|41|207,0.5671|0.4928|0.4461|0.4076|0.3706|0.3626|0.3608|0.3608|0.3556|0.3556,0.0,0.0,0.0,1.0,0.16666666666666666,0.4716276524567204,0.0,21.3245
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,40,how to add baggage and other ancillaries,pnr,23|189|28|194|42|208|77|45|211|125,0.3931|0.3931|0.3597|0.3597|0.3536|0.3536|0.3259|0.2968|0.2968|0.2881,1.0,1.0,1.0,1.0,1.0,0.9267582364714125,0.6,21.2709
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,41,how to add osi & ssr,pnr,163|48|214|7|173|36|202|28|194|133,0.4213|0.3919|0.3919|0.3264|0.3264|0.3179|0.3179|0.3118|0.3118|0.2607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3994
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,42,how to add passport information and frequent flyer,passport_dob,163|7|173|36|202|48|214|125|28|194,0.3352|0.2899|0.2899|0.2791|0.2791|0.2552|0.2552|0.2518|0.2422|0.2422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7451
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,43,how to check fare rules with smartflow power scripts,rebooking,109|55|125|93|112|110|115|97|95|132,0.4426|0.3494|0.3483|0.3477|0.3307|0.3238|0.2839|0.2799|0.2798|0.2683,1.0,1.0,1.0,1.0,1.0,0.9667147927059906,0.8,22.0471
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,44,how to check fare rules,refund,109|125|55|112|153|96|110|115|97|95,0.6521|0.5553|0.4833|0.4814|0.4404|0.4376|0.4371|0.4295|0.3963|0.3857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.2701
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,45,how to check history - expired (purged) pnrs,pnr,86|136|125|137|133|46|131|36|202|53,0.4474|0.3442|0.2843|0.2500|0.2428|0.2420|0.2371|0.2301|0.2301|0.2234,0.0,0.0,1.0,1.0,0.25,0.46845052016107697,0.2,21.2259
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,46,how to add frequent flyer card,pnr,7|173|48|214|36|202|163|131|125|117,0.3041|0.3041|0.2918|0.2918|0.2850|0.2850|0.2773|0.2658|0.2644|0.2378,0.0,1.0,1.0,1.0,0.3333333333333333,0.6337342724360073,0.4,21.2337
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,47,how to add frequent flyer card,pnr,7|173|48|214|36|202|163|131|125|117,0.3041|0.3041|0.2918|0.2918|0.2850|0.2850|0.2773|0.2658|0.2644|0.2378,0.0,1.0,1.0,1.0,0.3333333333333333,0.6337342724360073,0.4,21.4641
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,48,what are the steps to add chargeable seating,voucher,45|211|125|23|163|36|202|28|194|20,0.3229|0.3229|0.2940|0.2926|0.2926|0.2850|0.2850|0.2714|0.2714|0.2614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.8876
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,49,is an arn request considered as an urgent case,general,164|158|128|125|159|55|58|88|41|207,0.4085|0.3459|0.2760|0.2713|0.2698|0.2686|0.2552|0.2309|0.2148|0.2148,1.0,1.0,1.0,1.0,1.0,1.0,0.8,21.3309
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,50,what are the different terms for arn on the different payment systems (psp),refund,13|179|65|46|212|6|172|141|23|189,0.2061|0.2061|0.1953|0.1755|0.1755|0.1706|0.1706|0.1427|0.1255|0.1255,1.0,1.0,1.0,1.0,1.0,0.9374836267524946,0.6,20.9781
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,51,what are the main payment systems (psp) that arn currently uses,general,126|81|154|6|172|117|103|3|169|130,0.1302|0.1167|0.0879|0.0861|0.0861|0.0813|0.0724|0.0721|0.0721|0.0643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1443
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,52,which errand should be used to retrieve or reset my credentials,refund,99|103|117|68|135|131|36|202|78|127,0.2948|0.2506|0.2498|0.2320|0.2235|0.2211|0.2077|0.2077|0.2040|0.1971,0.0,1.0,1.0,1.0,0.3333333333333333,0.6039071644781281,0.4,21.2089
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,53,why are customers unable to locate their refunds,refund,20|186|53|117|78|36|202|77|28|194,0.3836|0.3836|0.3209|0.2714|0.2683|0.2581|0.2581|0.2559|0.2531|0.2531,1.0,1.0,1.0,1.0,1.0,1.0,0.8,20.926
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,54,why do we provide arn to a customer,refund,42|208|41|207|74|162|153|163|64|44,0.4683|0.4683|0.4434|0.4434|0.4131|0.3620|0.3477|0.3348|0.3136|0.3103,1.0,1.0,1.0,1.0,1.0,0.9833032486989473,1.0,20.9545
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,55,what are the different terms for arn on the different payment systems (psp),refund,13|179|65|46|212|6|172|141|23|189,0.2061|0.2061|0.1953|0.1755|0.1755|0.1706|0.1706|0.1427|0.1255|0.1255,1.0,1.0,1.0,1.0,1.0,0.9374836267524946,0.6,20.8885
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,56,is an arn request considered as an urgent case,general,164|158|128|125|159|55|58|88|41|207,0.4085|0.3459|0.2760|0.2713|0.2698|0.2686|0.2552|0.2309|0.2148|0.2148,1.0,1.0,1.0,1.0,1.0,1.0,0.8,21.1483
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,57,what are the different terms for arn on the different payment systems (psp),refund,13|179|65|46|212|6|172|141|23|189,0.2061|0.2061|0.1953|0.1755|0.1755|0.1706|0.1706|0.1427|0.1255|0.1255,1.0,1.0,1.0,1.0,1.0,0.9374836267524946,0.6,20.7248
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,58,is an arn request considered as an urgent case,general,164|158|128|125|159|55|58|88|41|207,0.4085|0.3459|0.2760|0.2713|0.2698|0.2686|0.2552|0.2309|0.2148|0.2148,1.0,1.0,1.0,1.0,1.0,1.0,0.8,21.2652
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,59,how to apply request to avia api for invl refund or reissue,refund,41|207|36|202|86|7|173|78|163|52,0.3530|0.3530|0.3206|0.3206|0.2933|0.2656|0.2656|0.2649|0.2600|0.2595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.2237
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,60,how to apply request to avia api for invl refund or reissue,refund,41|207|36|202|86|7|173|78|163|52,0.3530|0.3530|0.3206|0.3206|0.2933|0.2656|0.2656|0.2649|0.2600|0.2595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.7102
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,61,how to send updated ticket to pax via avia api,ticketing,68|7|173|43|209|131|45|211|36|202,0.3094|0.3068|0.3068|0.3017|0.3017|0.2889|0.2813|0.2813|0.2793|0.2793,1.0,1.0,1.0,1.0,1.0,0.931177758276532,0.6,20.9401
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,62,how to send updated ticket to pax via avia api,ticketing,68|7|173|43|209|131|45|211|36|202,0.3094|0.3068|0.3068|0.3017|0.3017|0.2889|0.2813|0.2813|0.2793|0.2793,1.0,1.0,1.0,1.0,1.0,0.931177758276532,0.6,20.9705
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,63,how to get credentials for avia center,rebooking,86|7|173|133|163|131|28|194|41|207,0.2963|0.2651|0.2651|0.2518|0.2455|0.2378|0.2348|0.2348|0.2315|0.2315,1.0,1.0,1.0,1.0,1.0,0.9424720919083771,0.6,20.5823
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,64,how to get credentials for avia center,rebooking,86|7|173|133|163|131|28|194|41|207,0.2963|0.2651|0.2651|0.2518|0.2455|0.2378|0.2348|0.2348|0.2315|0.2315,1.0,1.0,1.0,1.0,1.0,0.9424720919083771,0.6,20.6876
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,65,what are steps for name correction,pnr,95|4|170|122|157|120|3|169|145|30,0.2493|0.2418|0.2418|0.2277|0.2107|0.2081|0.1887|0.1887|0.1856|0.1021,0.0,1.0,1.0,1.0,0.5,0.7045143510250984,0.4,21.0164
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,66,what are the slas for b.com orders,refund,51|21|187|90|46|212|93|45|211|92,0.4385|0.4066|0.4066|0.3626|0.3456|0.3456|0.3254|0.3211|0.3211|0.2959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.6024
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,67,how to recognise a phase 1 order,rebooking,45|211|125|163|64|25|191|137|28|194,0.5077|0.5077|0.4507|0.4187|0.4104|0.3955|0.3955|0.3640|0.3507|0.3507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.7234
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,68,who is mor for phase 1 confirmed orders,rebooking,51|100|166|25|191|120|16|182|10|176,0.4798|0.3368|0.3320|0.3188|0.3188|0.3183|0.3178|0.3178|0.3176|0.3176,1.0,1.0,1.0,1.0,1.0,0.9372375429818208,0.8,20.6919
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,69,who is mor for phase 1 timed-out carts,rebooking,100|51|25|191|16|182|132|120|166|88,0.3368|0.3139|0.3004|0.3004|0.2776|0.2776|0.2561|0.2536|0.2258|0.2176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.4938
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,70,what is atol (uk market),rebooking,3|169|147|15|181|119|126|166|70|65,0.2998|0.2998|0.2970|0.2812|0.2812|0.2778|0.2678|0.2633|0.2513|0.2407,1.0,1.0,1.0,1.0,1.0,0.9466454870600813,0.8,21.6295
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,71,what are the phone numbers for cold-transfer to b.com,general,45|211|93|9|175|48|214|43|209|131,0.3488|0.3488|0.3182|0.2504|0.2504|0.2497|0.2497|0.2465|0.2465|0.2155,1.0,1.0,1.0,1.0,1.0,0.9284591831945489,0.8,21.0724
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,72,what to do if b.com customer reaches etg queue,rebooking,31|197|93|15|181|45|211|124|41|207,0.3686|0.3686|0.3280|0.3035|0.3035|0.2920|0.2920|0.2848|0.2691|0.2691,1.0,1.0,1.0,1.0,1.0,0.9937947856332163,1.0,20.5366
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,73,how to handle if proof from passenger is required,general,165|41|207|153|147|58|164|125|59|133,0.4419|0.3826|0.3826|0.3774|0.3690|0.3577|0.3458|0.3174|0.3001|0.2795,0.0,1.0,1.0,1.0,0.5,0.710675276578257,0.4,20.886
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,74,how to handle if proof from passenger is required,refund,165|41|207|153|147|58|164|125|59|133,0.4419|0.3826|0.3826|0.3774|0.3690|0.3577|0.3458|0.3174|0.3001|0.2795,1.0,1.0,1.0,1.0,1.0,0.9770153702993121,0.8,20.9656
mod_0001,entity_heuristic_w6,jina_v3,Qdrant,dense_cosine,Amazon Rerank v1,overlap_relevance,75,what are the steps to void consolid for backoffice portal,refund,58|74|7|173|28|194|36|202|96|48,0.2634|0.2505|0.2364|0.2364|0.2088|0.2088|0.2055|0.2055|0.2046|0.1969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.5211
