benchmark_run_id,chunking_method,embedding_model,vector_database,index_type,retrieval_method,reranking_model,query_id,query,chunk_count,top_k,retrieved_ids,retrieved_scores,hit_at_1,hit_at_3,hit_at_5,hit_at_10,search_latency_ms,rerank_latency_ms,mode,notes
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,20,what are the queues manual handle and manual antares in edvin for,214,10,132|125|54|50|10|176|25|191|120|163,0.3210|0.3141|0.3100|0.3038|0.2975|0.2975|0.2970|0.2970|0.2414|0.1980,1,1,1,1,23.3478,0.7969,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,21,what happened when customer proceed with chargeback and we have won the case. is the customer still entitled to refund,214,10,74|78|41|207|42|88|27|193|73|117,0.3991|0.3863|0.3863|0.3863|0.3325|0.2976|0.2915|0.2915|0.2873|0.2708,1,1,1,1,21.8597,0.5114,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,22,"when ra is rejected in bsp and contact with the airline/consolidator is required, who should make this contact",214,10,160|61|159|13|179|32|198|126|119|147,0.3793|0.3233|0.3094|0.2309|0.2309|0.2172|0.2172|0.1978|0.1835|0.1703,1,1,1,1,25.7156,0.4972,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,23,who informs the customer of a rejected refund,214,10,108|41|207|114|56|107|76|83|117|88,0.3993|0.3907|0.3907|0.3820|0.3258|0.3155|0.2845|0.1981|0.1943|0.1891,1,1,1,1,21.2642,0.4049,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,24,what are the steps for name correction or name change,214,10,37|203|39|205|38|204|122|30|196|16,0.2269|0.2269|0.2263|0.2263|0.2230|0.2230|0.2107|0.0577|0.0577|0.0536,1,1,1,1,22.1168,0.2852,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,25,what are the steps for name correction or name change,214,10,37|203|39|205|38|204|122|30|196|16,0.2269|0.2269|0.2263|0.2263|0.2230|0.2230|0.2107|0.0577|0.0577|0.0536,1,1,1,1,21.0842,0.2929,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,26,how to get special assistance,214,10,7|173|36|202|133|131|28|194|135|43,0.2842|0.2842|0.2794|0.2794|0.2751|0.2655|0.2634|0.2634|0.2510|0.2494,1,1,1,1,20.6647,0.2733,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,27,how to transfer an interaction,214,10,125|41|207|28|194|7|173|133|131|36,0.4304|0.4111|0.4111|0.3012|0.3012|0.2842|0.2842|0.2751|0.2655|0.2609,0,1,1,1,21.1947,0.4205,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,28,what is disconnected chat guidelines,214,10,93|16|182|63|20|186|119|147|27|193,0.2722|0.2713|0.2713|0.2704|0.2697|0.2697|0.2671|0.2646|0.2621|0.2621,1,1,1,1,21.2128,0.337,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,29,what is claim automation for portals booked through farelogix,214,10,45|211|119|10|176|147|120|70|13|179,0.2598|0.2598|0.1890|0.1883|0.1883|0.1832|0.1811|0.1810|0.1768|0.1768,1,1,1,1,21.472,0.4907,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,30,how to add baggage,214,10,45|211|125|7|173|36|202|28|194|133,0.5246|0.5246|0.5176|0.3550|0.3550|0.3495|0.3495|0.3309|0.3309|0.3284,1,1,1,1,21.9176,0.4322,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,31,how to add baggage,214,10,45|211|125|7|173|36|202|28|194|133,0.5246|0.5246|0.5176|0.3550|0.3550|0.3495|0.3495|0.3309|0.3309|0.3284,1,1,1,1,25.7552,0.3797,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,32,what are the steps for rebooking,214,10,164|95|4|170|118|162|40|206|41|207,0.4089|0.4000|0.3943|0.3943|0.3622|0.3511|0.0816|0.0816|0.0733|0.0733,1,1,1,1,25.5646,0.5786,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,33,what is the difference between schedule change and force majeure,214,10,39|205|38|204|37|203|149|147|119|126,0.3078|0.3078|0.2916|0.2916|0.2667|0.2667|0.2566|0.1940|0.1742|0.1696,1,1,1,1,23.8476,0.3191,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,34,what are the systems used in flight irregularities,214,10,94|109|150|101|111|162|121|98|113|61,0.2505|0.2315|0.2314|0.2237|0.2180|0.2169|0.2163|0.2156|0.2073|0.2046,0,0,0,0,20.8814,0.3797,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,35,how to do schedule change rebooking,214,10,39|205|38|204|37|203|7|173|133|43,0.5617|0.5617|0.3940|0.3940|0.3527|0.3527|0.2521|0.2521|0.2443|0.2267,0,0,0,1,21.3044,0.2674,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,36,how to do schedule change rebooking,214,10,39|205|38|204|37|203|7|173|133|43,0.5617|0.5617|0.3940|0.3940|0.3527|0.3527|0.2521|0.2521|0.2443|0.2267,0,0,0,1,21.1033,0.2775,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,37,how to add a chargeable meal,214,10,125|163|133|78|153|164|28|194|7|173,0.5277|0.4961|0.3768|0.3714|0.3681|0.3662|0.2440|0.2440|0.2401|0.2401,0,1,1,1,21.2996,0.4368,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,38,how to add a ghostline,214,10,125|163|133|153|162|7|173|86|28|194,0.6334|0.5865|0.4529|0.4432|0.4324|0.3111|0.3111|0.2952|0.2886|0.2886,0,0,1,1,23.5418,0.5482,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,39,how to add a remark,214,10,125|163|133|153|162|7|173|36|202|86,0.6374|0.5917|0.4668|0.4432|0.4204|0.2977|0.2977|0.2794|0.2794|0.2791,0,0,0,0,22.6942,0.4424,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,40,how to add baggage and other ancillaries,214,10,23|28|194|42|208|77|7|173|36|202,0.4727|0.3752|0.3752|0.3715|0.3715|0.3544|0.2401|0.2401|0.2358|0.2358,1,1,1,1,23.7316,0.2946,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,41,how to add osi & ssr,214,10,48|214|7|173|36|202|28|194|133|131,0.4335|0.4335|0.2970|0.2970|0.2918|0.2918|0.2880|0.2880|0.2566|0.2554,0,0,0,1,21.3297,0.2661,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,42,how to add passport information and frequent flyer,214,10,163|7|173|36|202|28|194|117|131|68,0.3986|0.2425|0.2425|0.2359|0.2359|0.2132|0.2132|0.1943|0.1943|0.1925,0,0,0,1,24.1717,0.3617,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,43,how to check fare rules with smartflow power scripts,214,10,109|55|112|110|115|97|95|132|133|41,0.4372|0.3798|0.3684|0.3091|0.2846|0.2821|0.2821|0.2750|0.1861|0.1820,1,1,1,1,22.7913,0.5298,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,44,how to check fare rules,214,10,125|109|55|112|110|115|97|95|132|133,0.7263|0.6897|0.5859|0.5847|0.4613|0.4566|0.4362|0.4296|0.4242|0.2890,1,1,1,1,21.0163,0.3984,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,45,how to check history - expired (purged) pnrs,214,10,86|136|125|133|131|36|202|53|7|173,0.5317|0.4041|0.3031|0.2135|0.2100|0.2057|0.2057|0.2016|0.1986|0.1986,0,0,1,1,21.9979,0.4617,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,46,how to add frequent flyer card,214,10,7|173|36|202|131|117|28|194|68|127,0.2641|0.2641|0.2523|0.2523|0.2405|0.2233|0.2214|0.2214|0.2213|0.2172,0,0,1,1,20.8916,0.2559,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,47,how to add frequent flyer card,214,10,7|173|36|202|131|117|28|194|68|127,0.2641|0.2641|0.2523|0.2523|0.2405|0.2233|0.2214|0.2214|0.2213|0.2172,0,0,1,1,21.275,0.2788,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,48,what are the steps to add chargeable seating,214,10,45|211|36|202|28|194|20|186|133|7,0.3526|0.3526|0.2523|0.2523|0.2440|0.2440|0.2378|0.2378|0.2319|0.2281,1,1,1,1,21.5561,0.3405,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,49,is an arn request considered as an urgent case,214,10,164|158|128|125|55|159|58|88|119|166,0.4437|0.3571|0.3141|0.3112|0.3095|0.2622|0.2532|0.2382|0.1600|0.1535,1,1,1,1,21.4828,0.5625,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,50,what are the different terms for arn on the different payment systems (psp),214,10,13|179|46|65|6|172|141|23|189|93,0.2367|0.2367|0.2179|0.1752|0.1599|0.1599|0.1427|0.1322|0.1322|0.0538,1,1,1,1,22.9752,0.4315,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,51,what are the main payment systems (psp) that arn currently uses,214,10,81|126|154|6|172|117|103|3|169|130,0.1268|0.0801|0.0541|0.0530|0.0530|0.0500|0.0446|0.0444|0.0444|0.0396,0,0,0,0,20.9259,0.3788,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,52,which errand should be used to retrieve or reset my credentials,214,10,99|117|68|103|131|135|28|194|7|173,0.3353|0.2392|0.2389|0.2311|0.2215|0.2145|0.1507|0.1507|0.1479|0.1479,0,1,1,1,21.7868,0.3019,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,53,why are customers unable to locate their refunds,214,10,20|186|53|117|78|36|202|77|28|194,0.3899|0.3899|0.3513|0.2439|0.2421|0.2358|0.2358|0.2344|0.2327|0.2327,1,1,1,1,20.7963,0.3609,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,54,why do we provide arn to a customer,214,10,42|208|41|207|74|162|153|7|173|125,0.5080|0.5080|0.4927|0.4927|0.4740|0.3876|0.3788|0.2975|0.2975|0.2892,1,1,1,1,22.8849,0.5027,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,55,what are the different terms for arn on the different payment systems (psp),214,10,13|179|46|65|6|172|141|23|189|93,0.2367|0.2367|0.2179|0.1752|0.1599|0.1599|0.1427|0.1322|0.1322|0.0538,1,1,1,1,21.3933,0.402,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,56,is an arn request considered as an urgent case,214,10,164|158|128|125|55|159|58|88|119|166,0.4437|0.3571|0.3141|0.3112|0.3095|0.2622|0.2532|0.2382|0.1600|0.1535,1,1,1,1,25.3444,0.5682,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,57,what are the different terms for arn on the different payment systems (psp),214,10,13|179|46|65|6|172|141|23|189|93,0.2367|0.2367|0.2179|0.1752|0.1599|0.1599|0.1427|0.1322|0.1322|0.0538,1,1,1,1,22.08,0.4151,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,58,is an arn request considered as an urgent case,214,10,164|158|128|125|55|159|58|88|119|166,0.4437|0.3571|0.3141|0.3112|0.3095|0.2622|0.2532|0.2382|0.1600|0.1535,1,1,1,1,21.3086,0.5213,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,59,how to apply request to avia api for invl refund or reissue,214,10,41|207|36|202|7|173|50|28|194|131,0.3454|0.3454|0.2828|0.2828|0.2062|0.2062|0.1929|0.1903|0.1903|0.1889,1,1,1,1,22.1968,0.4081,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,60,how to apply request to avia api for invl refund or reissue,214,10,41|207|36|202|7|173|50|28|194|131,0.3454|0.3454|0.2828|0.2828|0.2062|0.2062|0.1929|0.1903|0.1903|0.1889,1,1,1,1,21.875,0.5766,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,61,how to send updated ticket to pax via avia api,214,10,68|43|209|7|173|131|36|202|28|194,0.2866|0.2818|0.2818|0.2369|0.2369|0.2259|0.2199|0.2199|0.2194|0.2194,1,1,1,1,23.082,0.3432,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,62,how to send updated ticket to pax via avia api,214,10,68|43|209|7|173|131|36|202|28|194,0.2866|0.2818|0.2818|0.2369|0.2369|0.2259|0.2199|0.2199|0.2194|0.2194,1,1,1,1,23.2736,0.342,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,63,how to get credentials for avia center,214,10,7|173|133|163|131|28|194|41|207|36,0.2401|0.2401|0.2319|0.2280|0.2233|0.2214|0.2214|0.2194|0.2194|0.2192,1,1,1,1,22.6405,0.4097,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,64,how to get credentials for avia center,214,10,7|173|133|163|131|28|194|41|207|36,0.2401|0.2401|0.2319|0.2280|0.2233|0.2214|0.2214|0.2194|0.2194|0.2192,1,1,1,1,22.7687,0.4003,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,65,what are steps for name correction,214,10,95|4|170|122|157|30|196|37|203|96,0.2816|0.2770|0.2770|0.2683|0.2579|0.0629|0.0629|0.0582|0.0582|0.0579,0,1,1,1,22.5003,0.4456,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,66,what are the slas for b.com orders,214,10,51|21|187|90|46|212|26|192|11|177,0.4622|0.4425|0.4425|0.4155|0.4050|0.4050|0.2781|0.2781|0.2443|0.2443,1,1,1,1,23.159,0.2646,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
chunk_01,entity_heuristic_w6,jina_v3,Qdrant,HNSW,Cosine Similarity,bge-reranker-base,67,how to recognise a phase 1 order,214,10,45|211|125|163|64|25|191|28|194|111,0.5688|0.5688|0.4697|0.4500|0.4449|0.4357|0.4357|0.3440|0.3440|0.3342,1,1,1,1,23.4814,0.6122,local_offline_fallback,Local deterministic embeddings/vector adapters used. Replace with provider adapters for production numbers.
