benchmark_run_id,chunker,embedding,vector_store,index_type,retrieval_method,retriever,reranker,evaluator,query_id,query,category,top_ids,top_scores,recall_at_1,recall_at_3,recall_at_5,recall_at_10,mrr,ndcg_at_10,precision_at_5,latency_ms
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,11,How to identify that the involuntary reissue was incorrect,rebooking,15653|20030|14346|31562|6688|33656|19190|34485|8907|33694,0.8264|0.4907|0.3266|0.3099|0.2966|0.2408|0.1921|0.1694|0.1392|0.1249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62.1594
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,12,How to retrieve a PNR,refund,6221|10610|31719|32435|15116|5992|18052|7816|16045|16067,0.9990|0.9984|0.9977|0.9975|0.9969|0.9967|0.9951|0.9904|0.9902|0.9881,1.0,1.0,1.0,1.0,1.0,0.9770153702993121,0.8,42.4962
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,13,How Ryanair PNRs are sold through BingTrip,refund,12182|13884|12163|13982|33104|35018|13274|35049|34952|12183,0.8179|0.7291|0.7119|0.6814|0.6652|0.6652|0.4712|0.2446|0.2384|0.1752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86.1106
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,14,How to Request for Involuntary full or partially refund,refund,12282|12277|12293|12239|12302|12153|12220|12215|13147|17917,0.9950|0.9950|0.9936|0.9872|0.9872|0.9827|0.9783|0.9783|0.9718|0.9616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42.6172
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,15,How to inform passenger about the received schedule change,general,31662|4732|16491|20555|17890|21099|13444|25437|19205|32117,0.9965|0.9963|0.9940|0.9916|0.9900|0.9857|0.9830|0.9778|0.9764|0.9690,1.0,1.0,1.0,1.0,1.0,0.9842184869190973,1.0,58.8949
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,16,How many 2nd line support teams are there,refund,4619|19637|73|86|26450|11516|16684|13481|7407|34730,0.0521|0.0385|0.0229|0.0229|0.0132|0.0100|0.0082|0.0077|0.0073|0.0040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.8282
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,17,"When RA is rejected in BSP and contact with the airline/consolidator is required, who should make this contact",general,76|63|4954|24265|15624|20070|8908|17446|18288|4141,0.9999|0.9999|0.7808|0.6667|0.6002|0.5476|0.3139|0.3124|0.3036|0.2937,1.0,1.0,1.0,1.0,1.0,0.9764093402750902,0.8,162.613
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,18,"If we have won a chargeback and the customer never contacts us for a refund, will the customer be refunded automatically",refund,33386|33377|33378|32380|77|64|33380|35165|33375|33237,0.9942|0.9919|0.9825|0.9742|0.9665|0.9665|0.9602|0.9458|0.8817|0.7964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62.0305
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,19,"If RA is rejected, who should inform the customer accordingly",general,76|63|34665|4954|4953|19737|4883|4952|34785|32669,0.9995|0.9995|0.9908|0.9421|0.9126|0.8206|0.7002|0.4445|0.3064|0.2680,1.0,1.0,1.0,1.0,1.0,0.9848330959553522,1.0,162.5275
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,20,Who informs the customer of a rejected refund,refund,34798|21746|26057|22061|34667|21822|22002|34810|18409|22915,0.9878|0.9815|0.9628|0.9438|0.9399|0.9324|0.9299|0.9086|0.8522|0.8084,1.0,1.0,1.0,1.0,1.0,0.9937947856332163,1.0,56.2248
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,21,What happened when customer proceed with Chargeback and we have won the case. Is the customer still entitled to refund,refund,64|77|33378|32380|33375|33377|33380|11935|11965|33386,0.9993|0.9993|0.9905|0.9876|0.9795|0.9794|0.9636|0.9289|0.9276|0.9132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.9758
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,22,What are the queues Manual handle and Manual Antares in Edvin for,refund,69|82|4621|4635|4640|4638|4623|4625|4618|33724,0.9955|0.9955|0.9323|0.9238|0.8142|0.8056|0.8056|0.7850|0.6941|0.2997,1.0,1.0,1.0,1.0,1.0,0.8993515008051188,0.6,153.0426
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,23,What are the steps for Name correction or Name change,rebooking,6288|16281|11677|11680|5666|17010|17014|10593|10599|5564,0.9906|0.9906|0.9862|0.9862|0.9837|0.9802|0.9802|0.9778|0.9778|0.9768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.492
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,24,What are the steps for Name correction or Name change,rebooking,6288|16281|11677|11680|5666|17010|17014|10593|10599|5564,0.9906|0.9906|0.9862|0.9862|0.9837|0.9802|0.9802|0.9778|0.9778|0.9768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38.4616
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,25,How to get special assistance,voucher,10699|6329|35515|35398|1613|11695|11693|11759|6738|22164,0.9790|0.9563|0.9460|0.9070|0.8340|0.7042|0.2784|0.2693|0.0964|0.0547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.4119
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,26,How to add a remark,rebooking,375|6240|6040|376|9701|373|1851|218|225|469,0.9993|0.9988|0.9985|0.9947|0.9927|0.9924|0.9355|0.9194|0.9194|0.8959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.1826
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,27,How to Transfer an interaction,rebooking,6990|22629|6987|6994|20746|22628|6988|21278|21480|15822,0.9878|0.9727|0.9598|0.9598|0.9595|0.9577|0.9532|0.9528|0.9528|0.8494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.1488
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,28,What is Disconnected chat guidelines,rebooking,7004|22821|7025|6988|6995|7029|7007|7066|7012|7013,0.9976|0.9781|0.9513|0.9088|0.7298|0.7205|0.4520|0.4226|0.3456|0.3219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.6154
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,29,What is claim automation for portals booked through farelogix,refund,19505|8671|21330|21456|21260|9221|10345|10548|9841|10461,0.9047|0.6269|0.4356|0.4356|0.4356|0.3504|0.3297|0.3297|0.3294|0.3193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114.6364
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,30,How to add baggage,pnr,31629|31784|17826|31783|6313|35388|6006|5692|30000|10673,0.9985|0.9962|0.9925|0.9885|0.9749|0.9692|0.9687|0.9630|0.9610|0.9069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.448
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,31,How to add baggage,pnr,31629|31784|17826|31783|6313|35388|6006|5692|30000|10673,0.9985|0.9962|0.9925|0.9885|0.9749|0.9692|0.9687|0.9630|0.9610|0.9069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.3046
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,32,what are the steps for Rebooking,rebooking,4257|4260|16318|6558|10312|11449|11451|16764|16762|33673,0.9966|0.9966|0.9932|0.9930|0.9911|0.9890|0.9890|0.9881|0.9881|0.9194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67.7188
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,33,What is the difference between Schedule Change and Force Majeure,general,9330|20388|20286|20392|8412|4784|9834|9837|18141|9346,0.9256|0.9220|0.9102|0.9006|0.8640|0.8517|0.8270|0.8270|0.8113|0.7439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,155.2882
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,34,What are the systems used in Flight Irregularities,general,20374|13325|10892|21215|35421|13939|7166|9558|9551|8531,0.9858|0.4006|0.2150|0.1565|0.0593|0.0321|0.0303|0.0270|0.0270|0.0261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5991
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,35,how to do schedule change rebooking,rebooking,13702|14220|6705|6520|12268|12274|7292|11449|11451|35372,0.9921|0.9826|0.9823|0.9553|0.8952|0.8952|0.8756|0.7799|0.7799|0.6662,0.0,1.0,1.0,1.0,0.3333333333333333,0.6948159055899312,0.6,68.3254
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,36,how to do schedule change rebooking,rebooking,13702|14220|6705|6520|12268|12274|7292|11449|11451|35372,0.9921|0.9826|0.9823|0.9553|0.8952|0.8952|0.8756|0.7799|0.7799|0.6662,0.0,1.0,1.0,1.0,0.3333333333333333,0.6948159055899312,0.6,67.5612
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,37,How to check History - Expired (purged) PNRs,pnr,15116|5992|34581|34597|33771|34558|4221|5974|20326|5293,0.9987|0.9976|0.9973|0.9944|0.9944|0.9944|0.9897|0.9885|0.9808|0.9127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.4159
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,38,How to add a Ghostline,pnr,15077|11672|5999|5272|20852|20845|21528|21538|21572|21580,0.9998|0.9944|0.9929|0.9313|0.7884|0.7727|0.7519|0.7519|0.6734|0.6734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42.0759
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,39,How to add Baggage and other Ancillaries,pnr,31629|17826|10673|6006|16952|35385|13318|15129|24584|11693,0.9963|0.9937|0.9909|0.9892|0.9874|0.9764|0.9407|0.9286|0.9024|0.8836,1.0,1.0,1.0,1.0,1.0,0.9842184869190973,1.0,76.9111
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,40,How to add a chargeable meal,pnr,6025|17838|10695|6026|19349|5937|15049|19356|25245|25261,0.9904|0.9209|0.8342|0.8264|0.6568|0.3153|0.3075|0.2972|0.2370|0.0322,1.0,1.0,1.0,1.0,1.0,0.9429942892150167,0.8,78.0556
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,41,How to add OSI & SSR,pnr,15184|6031|381|6032|20209|15157|10057|22244|32945|35599,0.9991|0.9921|0.9822|0.8777|0.8701|0.8589|0.8258|0.8063|0.6860|0.2366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82.581
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,42,How to add Passport Information and Frequent Flyer,passport_dob,6035|6036|6039|17385|22356|10223|6037|10708|10399|15050,0.9970|0.9876|0.9861|0.9784|0.9457|0.9152|0.8906|0.8849|0.8688|0.7721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.9374
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,43,How to add a remark,rebooking,375|6240|6040|376|9701|373|1851|218|225|469,0.9993|0.9988|0.9985|0.9947|0.9927|0.9924|0.9355|0.9194|0.9194|0.8959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.9646
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,44,How to check fare rules,refund,35526|35485|10503|8338|14725|35577|26817|26784|34044|15064,0.9988|0.9988|0.9980|0.9947|0.9829|0.9730|0.9679|0.9679|0.8794|0.8753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.4102
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,45,How to check fare rules with Smartflow Power scripts,rebooking,6182|14725|5944|5942|6184|35478|6183|34044|15064|15061,0.9955|0.9827|0.9766|0.9766|0.9731|0.8725|0.8723|0.3920|0.3891|0.3891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,166.9691
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,46,How to add Frequent Flyer card,pnr,22353|6039|10223|22358|22387|17083|17507|25234|10226|22355,0.9997|0.9995|0.9988|0.9971|0.9965|0.9963|0.9963|0.9901|0.9838|0.9407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.1647
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,47,What are the steps to add chargeable seating,voucher,25261|22382|22441|22360|22125|24159|6291|22182|22422|5937,0.9823|0.9783|0.9761|0.9559|0.9242|0.8681|0.6830|0.6796|0.6796|0.6103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.1149
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,48,How to add Frequent Flyer card,pnr,22353|6039|10223|22358|22387|17083|17507|25234|10226|22355,0.9997|0.9995|0.9988|0.9971|0.9965|0.9963|0.9963|0.9901|0.9838|0.9407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.8892
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,49,How to add ancillaries,voucher,2016|6005|31629|22392|9547|9554|35512|4261|4258|22310,0.9976|0.9966|0.9831|0.9433|0.7946|0.7946|0.7751|0.7577|0.7577|0.7398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.492
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,50,Why do we provide ARN to a Customer,refund,22016|21886|21877|21883|21956|21941|22091|21962|22096|22050,0.9996|0.9995|0.9159|0.7890|0.6753|0.3396|0.3130|0.2728|0.2009|0.1891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.9286
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,51,What are the main Payment Systems (PSP) that ARN currently uses,general,21891|21896|21900|21898|21716|22050|21893|22096|21942|21902,0.9996|0.8750|0.4925|0.3915|0.3667|0.2624|0.2595|0.2472|0.2140|0.1731,1.0,1.0,1.0,1.0,1.0,0.961999147059583,0.6,159.7626
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,52,What are the different terms for ARN on the different Payment Systems (PSP),refund,21893|21900|21891|21716|22601|21942|21898|22099|21899|33304,0.9416|0.9080|0.6536|0.2397|0.1255|0.1076|0.1037|0.0640|0.0497|0.0457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.2293
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,53,What are the different terms for ARN on the different Payment Systems (PSP),refund,21893|21900|21891|21716|22601|21942|21898|22099|21899|33304,0.9416|0.9080|0.6536|0.2397|0.1255|0.1076|0.1037|0.0640|0.0497|0.0457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.087
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,54,What are the different terms for ARN on the different Payment Systems (PSP),refund,21893|21900|21891|21716|22601|21942|21898|22099|21899|33304,0.9416|0.9080|0.6536|0.2397|0.1255|0.1076|0.1037|0.0640|0.0497|0.0457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.2391
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,55,Why are Customers unable to locate their refunds,refund,22098|27009|22052|21821|21901|12032|27748|27766|35081|34803,0.9125|0.9050|0.8742|0.8530|0.8510|0.2651|0.2214|0.1209|0.1163|0.0478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.4542
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,56,Is an ARN request considered as an Urgent case,general,21907|21942|12167|13163|34359|26203|34250|34409|34315|21895,0.9997|0.8825|0.3835|0.3835|0.2746|0.1716|0.1247|0.1247|0.1247|0.0595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.3741
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,57,Is an ARN request considered as an Urgent case,general,21907|21942|12167|13163|34359|26203|34409|34250|34315|21895,0.9997|0.8825|0.3835|0.3835|0.2746|0.1716|0.1247|0.1247|0.1247|0.0595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.1236
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,58,Is an ARN request considered as an Urgent case,general,21907|21942|12167|13163|34359|26203|34409|34250|34315|21895,0.9997|0.8825|0.3835|0.3835|0.2746|0.1716|0.1247|0.1247|0.1247|0.0595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.1065
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,59,Which errand should be used to retrieve or reset my credentials,refund,11048|35303|34982|18212|35409|34906|25033|18005|11087|17998,0.8131|0.4518|0.4518|0.2645|0.2085|0.1879|0.1690|0.0505|0.0303|0.0205,1.0,1.0,1.0,1.0,1.0,0.9682087825918937,0.8,49.6188
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,60,How to apply request to Avia Api for invl refund or reissue,refund,26846|26608|26517|20738|21472|4505|12282|12277|12220|12215,0.9276|0.7854|0.7854|0.5725|0.5725|0.4701|0.3987|0.3987|0.2636|0.2636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.0526
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,61,How to send updated ticket to pax via Avia Api,ticketing,19431|9523|9718|35194|12149|20810|21501|33965|21187|26848,0.7463|0.6625|0.6625|0.6065|0.4773|0.3824|0.2445|0.2280|0.1526|0.0466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.4335
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,62,How to get credentials for Avia center,rebooking,3768|35303|34982|12337|16946|8674|5337|18120|35293|35291,0.9173|0.1896|0.1896|0.0669|0.0522|0.0517|0.0405|0.0262|0.0187|0.0167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.8877
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,63,How to apply request to Avia Api for invl refund or reissue,refund,26846|26608|26517|20738|21472|4505|12282|12277|12220|12215,0.9276|0.7854|0.7854|0.5725|0.5725|0.4701|0.3987|0.3987|0.2636|0.2636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.1019
mod_0001,entity_heuristic_w6,openai_text-embedding-3-large,Qdrant,HNSW,Cosine Similarity,Cosine Similarity,bge-reranker-base,overlap_relevance,64,How to send updated ticket to pax via Avia Api,ticketing,19431|9523|9718|35194|12149|20810|21501|33965|21187|26848,0.7463|0.6625|0.6625|0.6065|0.4773|0.3824|0.2445|0.2280|0.1526|0.0466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,49.8574
